DATE,TIME,実績(万kW)
2016/5/4,7:00,2230
2016/5/4,8:00,2323
2016/5/4,9:00,2464
2016/5/4,10:00,2524
2016/5/4,11:00,2629
2016/5/4,12:00,2649
2016/5/4,13:00,2660
2016/5/4,14:00,2645
2016/5/4,15:00,2629
2016/5/4,16:00,2673
2016/5/4,17:00,2711
2016/5/4,18:00,2815
2016/5/4,19:00,2848
2016/5/4,20:00,2741
2016/5/4,21:00,2590
2016/5/4,22:00,2436
2016/5/4,23:00,2297
2016/5/5,0:00,2154
2016/5/5,1:00,2043
2016/5/5,2:00,2028
2016/5/5,3:00,2049
2016/5/5,4:00,2057
2016/5/5,5:00,2037
2016/5/5,6:00,2094
2016/5/5,7:00,2212
2016/5/5,8:00,2384
2016/5/5,9:00,2550
2016/5/5,10:00,2613
2016/5/5,11:00,2649
2016/5/5,12:00,2607
2016/5/5,13:00,2641
2016/5/5,14:00,2663
2016/5/5,15:00,2664
2016/5/5,16:00,2702
2016/5/5,17:00,2735
2016/5/5,18:00,2850
2016/5/5,19:00,2884
2016/5/5,20:00,2772
2016/5/5,21:00,2620
2016/5/5,22:00,2458
2016/5/5,23:00,2282
2016/5/6,0:00,2112
2016/5/6,1:00,2018
2016/5/6,2:00,2027
2016/5/6,3:00,2053
2016/5/6,4:00,2101
2016/5/6,5:00,2140
2016/5/6,6:00,2306
2016/5/6,7:00,2515
2016/5/6,8:00,2761
2016/5/6,9:00,3003
2016/5/6,10:00,3086
2016/5/6,11:00,3150
2016/5/6,12:00,3066
2016/5/6,13:00,3175
2016/5/6,14:00,3200
2016/5/6,15:00,3162
2016/5/6,16:00,3187
2016/5/6,17:00,3195
2016/5/6,18:00,3225
2016/5/6,19:00,3110
2016/5/6,20:00,2939
2016/5/6,21:00,2773
2016/5/6,22:00,2695
2016/5/6,23:00,2521
2016/5/7,0:00,2329
2016/5/7,1:00,2210
2016/5/7,2:00,2181
2016/5/7,3:00,2194
2016/5/7,4:00,2195
2016/5/7,5:00,2182
2016/5/7,6:00,2257
2016/5/7,7:00,2417
2016/5/7,8:00,2692
2016/5/7,9:00,2924
2016/5/7,10:00,2989
2016/5/7,11:00,3006
2016/5/7,12:00,2968
2016/5/7,13:00,3059
2016/5/7,14:00,3085
2016/5/7,15:00,3059
2016/5/7,16:00,3067
2016/5/7,17:00,3026
2016/5/7,18:00,3124
2016/5/7,19:00,3096
2016/5/7,20:00,2934
2016/5/7,21:00,2756
2016/5/7,22:00,2670
2016/5/7,23:00,2514
2016/5/8,0:00,2286
2016/5/8,1:00,2171
2016/5/8,2:00,2157
2016/5/8,3:00,2175
2016/5/8,4:00,2172
2016/5/8,5:00,2127
2016/5/8,6:00,2155
2016/5/8,7:00,2245
2016/5/8,8:00,2383
2016/5/8,9:00,2539
2016/5/8,10:00,2644
2016/5/8,11:00,2706
2016/5/8,12:00,2715
2016/5/8,13:00,2720
2016/5/8,14:00,2702
2016/5/8,15:00,2678
2016/5/8,16:00,2698
2016/5/8,17:00,2761
2016/5/8,18:00,2922
2016/5/8,19:00,2964
2016/5/8,20:00,2851
2016/5/8,21:00,2709
2016/5/8,22:00,2555
2016/5/8,23:00,2393
2016/5/9,0:00,2220
2016/5/9,1:00,2117
2016/5/9,2:00,2119
2016/5/9,3:00,2161
2016/5/9,4:00,2204
2016/5/9,5:00,2251
2016/5/9,6:00,2442
2016/5/9,7:00,2666
2016/5/9,8:00,2958
2016/5/9,9:00,3243
2016/5/9,10:00,3365
2016/5/9,11:00,3403
2016/5/9,12:00,3271
2016/5/9,13:00,3411
2016/5/9,14:00,3423
2016/5/9,15:00,3384
2016/5/9,16:00,3376
2016/5/9,17:00,3338
2016/5/9,18:00,3352
2016/5/9,19:00,3227
2016/5/9,20:00,3067
2016/5/9,21:00,2906
2016/5/9,22:00,2811
2016/5/9,23:00,2628
2016/5/10,0:00,2427
2016/5/10,1:00,2310
2016/5/10,2:00,2287
2016/5/10,3:00,2316
2016/5/10,4:00,2355
2016/5/10,5:00,2408
2016/5/10,6:00,2595
2016/5/10,7:00,2824
2016/5/10,8:00,3121
2016/5/10,9:00,3417
2016/5/10,10:00,3495
2016/5/10,11:00,3484
2016/5/10,12:00,3336
2016/5/10,13:00,3491
2016/5/10,14:00,3534
2016/5/10,15:00,3489
2016/5/10,16:00,3482
2016/5/10,17:00,3439
2016/5/10,18:00,3447
2016/5/10,19:00,3306
2016/5/10,20:00,3126
2016/5/10,21:00,2949
2016/5/10,22:00,2854
2016/5/10,23:00,2685
2016/5/11,0:00,2484
2016/5/11,1:00,2353
2016/5/11,2:00,2331
2016/5/11,3:00,2342
2016/5/11,4:00,2364
2016/5/11,5:00,2430
2016/5/11,6:00,2615
2016/5/11,7:00,2873
2016/5/11,8:00,3167
2016/5/11,9:00,3434
2016/5/11,10:00,3569
2016/5/11,11:00,3620
2016/5/11,12:00,3431
2016/5/11,13:00,3589
2016/5/11,14:00,3566
2016/5/11,15:00,3503
2016/5/11,16:00,3475
2016/5/11,17:00,3413
2016/5/11,18:00,3402
2016/5/11,19:00,3323
2016/5/11,20:00,3141
2016/5/11,21:00,2978
2016/5/11,22:00,2888
2016/5/11,23:00,2701
2016/5/12,0:00,2479
2016/5/12,1:00,2339
2016/5/12,2:00,2304
2016/5/12,3:00,2333
2016/5/12,4:00,2373
2016/5/12,5:00,2403
2016/5/12,6:00,2591
2016/5/12,7:00,2844
2016/5/12,8:00,3134
2016/5/12,9:00,3407
2016/5/12,10:00,3511
2016/5/12,11:00,3559
2016/5/12,12:00,3416
2016/5/12,13:00,3587
2016/5/12,14:00,3614
2016/5/12,15:00,3577
2016/5/12,16:00,3573
2016/5/12,17:00,3453
2016/5/12,18:00,3415
2016/5/12,19:00,3362
2016/5/12,20:00,3157
2016/5/12,21:00,2973
2016/5/12,22:00,2878
2016/5/12,23:00,2688
2016/5/13,0:00,2489
2016/5/13,1:00,2353
2016/5/13,2:00,2329
2016/5/13,3:00,2360
2016/5/13,4:00,2390
2016/5/13,5:00,2428
2016/5/13,6:00,2618
2016/5/13,7:00,2899
2016/5/13,8:00,3209
2016/5/13,9:00,3472
2016/5/13,10:00,3555
2016/5/13,11:00,3601
2016/5/13,12:00,3444
2016/5/13,13:00,3635
2016/5/13,14:00,3652
2016/5/13,15:00,3623
2016/5/13,16:00,3589
2016/5/13,17:00,3444
2016/5/13,18:00,3407
2016/5/13,19:00,3343
2016/5/13,20:00,3152
2016/5/13,21:00,2959
2016/5/13,22:00,2884
2016/5/13,23:00,2720
2016/5/14,0:00,2509
2016/5/14,1:00,2371
2016/5/14,2:00,2331
2016/5/14,3:00,2337
2016/5/14,4:00,2336
2016/5/14,5:00,2296
2016/5/14,6:00,2362
2016/5/14,7:00,2556
2016/5/14,8:00,2733
2016/5/14,9:00,2999
2016/5/14,10:00,3067
2016/5/14,11:00,3105
2016/5/14,12:00,3041
2016/5/14,13:00,3100
2016/5/14,14:00,3063
2016/5/14,15:00,3012
2016/5/14,16:00,2995
2016/5/14,17:00,2943
2016/5/14,18:00,2984
2016/5/14,19:00,3008
2016/5/14,20:00,2886
2016/5/14,21:00,2728
2016/5/14,22:00,2623
2016/5/14,23:00,2468
2016/5/15,0:00,2288
2016/5/15,1:00,2165
2016/5/15,2:00,2146
2016/5/15,3:00,2179
2016/5/15,4:00,2179
2016/5/15,5:00,2158
2016/5/15,6:00,2200
2016/5/15,7:00,2316
2016/5/15,8:00,2475
2016/5/15,9:00,2629
2016/5/15,10:00,2667
2016/5/15,11:00,2699
2016/5/15,12:00,2702
2016/5/15,13:00,2691
2016/5/15,14:00,2701
2016/5/15,15:00,2739
2016/5/15,16:00,2778
2016/5/15,17:00,2823
2016/5/15,18:00,2955
2016/5/15,19:00,3017
2016/5/15,20:00,2903
2016/5/15,21:00,2750
2016/5/15,22:00,2586
2016/5/15,23:00,2422
2016/5/16,0:00,2269
2016/5/16,1:00,2163
2016/5/16,2:00,2158
2016/5/16,3:00,2199
2016/5/16,4:00,2249
2016/5/16,5:00,2316
2016/5/16,6:00,2531
2016/5/16,7:00,2762
2016/5/16,8:00,3056
2016/5/16,9:00,3334
2016/5/16,10:00,3387
2016/5/16,11:00,3423
2016/5/16,12:00,3259
2016/5/16,13:00,3412
2016/5/16,14:00,3432
2016/5/16,15:00,3414
2016/5/16,16:00,3425
2016/5/16,17:00,3352
2016/5/16,18:00,3350
2016/5/16,19:00,3288
2016/5/16,20:00,3119
2016/5/16,21:00,2946
2016/5/16,22:00,2889
2016/5/16,23:00,2696
2016/5/17,0:00,2476
2016/5/17,1:00,2348
2016/5/17,2:00,2331
2016/5/17,3:00,2368
2016/5/17,4:00,2404
2016/5/17,5:00,2469
2016/5/17,6:00,2667
2016/5/17,7:00,2926
2016/5/17,8:00,3227
2016/5/17,9:00,3501
2016/5/17,10:00,3582
2016/5/17,11:00,3592
2016/5/17,12:00,3416
2016/5/17,13:00,3556
2016/5/17,14:00,3558
2016/5/17,15:00,3500
2016/5/17,16:00,3496
2016/5/17,17:00,3423
2016/5/17,18:00,3401
2016/5/17,19:00,3291
2016/5/17,20:00,3119
2016/5/17,21:00,2938
2016/5/17,22:00,2844
2016/5/17,23:00,2685
2016/5/18,0:00,2467
2016/5/18,1:00,2330
2016/5/18,2:00,2300
2016/5/18,3:00,2346
2016/5/18,4:00,2382
2016/5/18,5:00,2426
2016/5/18,6:00,2612
2016/5/18,7:00,2836
2016/5/18,8:00,3123
2016/5/18,9:00,3376
2016/5/18,10:00,3474
2016/5/18,11:00,3497
2016/5/18,12:00,3341
2016/5/18,13:00,3493
2016/5/18,14:00,3514
2016/5/18,15:00,3486
2016/5/18,16:00,3479
2016/5/18,17:00,3356
2016/5/18,18:00,3302
2016/5/18,19:00,3280
2016/5/18,20:00,3109
2016/5/18,21:00,2950
2016/5/18,22:00,2858
2016/5/18,23:00,2672
2016/5/19,0:00,2452
2016/5/19,1:00,2322
2016/5/19,2:00,2300
2016/5/19,3:00,2339
2016/5/19,4:00,2376
2016/5/19,5:00,2416
2016/5/19,6:00,2597
2016/5/19,7:00,2822
2016/5/19,8:00,3100
2016/5/19,9:00,3359
2016/5/19,10:00,3448
2016/5/19,11:00,3485
2016/5/19,12:00,3315
2016/5/19,13:00,3482
2016/5/19,14:00,3511
2016/5/19,15:00,3480
2016/5/19,16:00,3450
2016/5/19,17:00,3334
2016/5/19,18:00,3320
2016/5/19,19:00,3271
2016/5/19,20:00,3088
2016/5/19,21:00,2935
2016/5/19,22:00,2846
2016/5/19,23:00,2667
2016/5/20,0:00,2459
2016/5/20,1:00,2328
2016/5/20,2:00,2319
2016/5/20,3:00,2349
2016/5/20,4:00,2387
2016/5/20,5:00,2417
2016/5/20,6:00,2604
2016/5/20,7:00,2826
2016/5/20,8:00,3096
2016/5/20,9:00,3338
2016/5/20,10:00,3404
2016/5/20,11:00,3408
2016/5/20,12:00,3240
2016/5/20,13:00,3367
2016/5/20,14:00,3376
2016/5/20,15:00,3346
2016/5/20,16:00,3319
2016/5/20,17:00,3237
2016/5/20,18:00,3255
2016/5/20,19:00,3225
2016/5/20,20:00,3065
2016/5/20,21:00,2892
2016/5/20,22:00,2835
2016/5/20,23:00,2665
2016/5/21,0:00,2471
2016/5/21,1:00,2337
2016/5/21,2:00,2303
2016/5/21,3:00,2324
2016/5/21,4:00,2325
2016/5/21,5:00,2303
2016/5/21,6:00,2381
2016/5/21,7:00,2518
2016/5/21,8:00,2724
2016/5/21,9:00,2904
2016/5/21,10:00,2993
2016/5/21,11:00,3041
2016/5/21,12:00,2983
2016/5/21,13:00,3030
2016/5/21,14:00,3015
2016/5/21,15:00,2997
2016/5/21,16:00,2977
2016/5/21,17:00,2979
2016/5/21,18:00,3048
2016/5/21,19:00,3046
2016/5/21,20:00,2915
2016/5/21,21:00,2769
2016/5/21,22:00,2657
2016/5/21,23:00,2512
2016/5/22,0:00,2339
2016/5/22,1:00,2221
2016/5/22,2:00,2203
2016/5/22,3:00,2220
2016/5/22,4:00,2217
2016/5/22,5:00,2188
2016/5/22,6:00,2227
2016/5/22,7:00,2352
2016/5/22,8:00,2519
2016/5/22,9:00,2676
2016/5/22,10:00,2788
2016/5/22,11:00,2839
2016/5/22,12:00,2834
2016/5/22,13:00,2843
2016/5/22,14:00,2853
2016/5/22,15:00,2858
2016/5/22,16:00,2887
2016/5/22,17:00,2919
2016/5/22,18:00,2985
2016/5/22,19:00,3034
2016/5/22,20:00,2910
2016/5/22,21:00,2745
2016/5/22,22:00,2580
2016/5/22,23:00,2409
2016/5/23,0:00,2240
2016/5/23,1:00,2140
2016/5/23,2:00,2134
2016/5/23,3:00,2189
2016/5/23,4:00,2223
2016/5/23,5:00,2283
2016/5/23,6:00,2508
2016/5/23,7:00,2789
2016/5/23,8:00,3144
2016/5/23,9:00,3467
2016/5/23,10:00,3655
2016/5/23,11:00,3734
2016/5/23,12:00,3611
2016/5/23,13:00,3823
2016/5/23,14:00,3870
2016/5/23,15:00,3834
2016/5/23,16:00,3811
2016/5/23,17:00,3657
2016/5/23,18:00,3570
2016/5/23,19:00,3486
2016/5/23,20:00,3271
2016/5/23,21:00,3073
2016/5/23,22:00,2974
2016/5/23,23:00,2799
2016/5/24,0:00,2599
2016/5/24,1:00,2462
2016/5/24,2:00,2430
2016/5/24,3:00,2458
2016/5/24,4:00,2486
2016/5/24,5:00,2527
2016/5/24,6:00,2739
2016/5/24,7:00,3029
2016/5/24,8:00,3411
2016/5/24,9:00,3764
2016/5/24,10:00,3948
2016/5/24,11:00,3976
2016/5/24,12:00,3859
2016/5/24,13:00,4006
2016/5/24,14:00,3976
2016/5/24,15:00,3865
2016/5/24,16:00,3789
2016/5/24,17:00,3605
2016/5/24,18:00,3534
2016/5/24,19:00,3470
2016/5/24,20:00,3266
2016/5/24,21:00,3068
2016/5/24,22:00,2978
2016/5/24,23:00,2803
2016/5/25,0:00,2600
2016/5/25,1:00,2467
2016/5/25,2:00,2435
2016/5/25,3:00,2477
2016/5/25,4:00,2515
2016/5/25,5:00,2560
2016/5/25,6:00,2762
2016/5/25,7:00,3038
2016/5/25,8:00,3346
2016/5/25,9:00,3643
2016/5/25,10:00,3701
2016/5/25,11:00,3767
2016/5/25,12:00,3577
2016/5/25,13:00,3704
2016/5/25,14:00,3698
2016/5/25,15:00,3643
2016/5/25,16:00,3606
2016/5/25,17:00,3506
2016/5/25,18:00,3487
2016/5/25,19:00,3414
2016/5/25,20:00,3228
2016/5/25,21:00,3042
2016/5/25,22:00,2962
2016/5/25,23:00,2779
2016/5/26,0:00,2551
2016/5/26,1:00,2419
2016/5/26,2:00,2395
2016/5/26,3:00,2443
2016/5/26,4:00,2477
2016/5/26,5:00,2511
2016/5/26,6:00,2700
2016/5/26,7:00,2984
2016/5/26,8:00,3390
2016/5/26,9:00,3691
2016/5/26,10:00,3787
2016/5/26,11:00,3775
2016/5/26,12:00,3627
2016/5/26,13:00,3805
2016/5/26,14:00,3835
2016/5/26,15:00,3788
2016/5/26,16:00,3744
2016/5/26,17:00,3562
2016/5/26,18:00,3497
2016/5/26,19:00,3451
2016/5/26,20:00,3249
2016/5/26,21:00,3038
2016/5/26,22:00,2926
2016/5/26,23:00,2738
2016/5/27,0:00,2534
2016/5/27,1:00,2406
2016/5/27,2:00,2383
2016/5/27,3:00,2410
2016/5/27,4:00,2454
2016/5/27,5:00,2505
2016/5/27,6:00,2709
2016/5/27,7:00,2993
2016/5/27,8:00,3357
2016/5/27,9:00,3594
2016/5/27,10:00,3644
2016/5/27,11:00,3614
2016/5/27,12:00,3389
2016/5/27,13:00,3493
2016/5/27,14:00,3483
2016/5/27,15:00,3416
2016/5/27,16:00,3405
2016/5/27,17:00,3276
2016/5/27,18:00,3252
2016/5/27,19:00,3218
2016/5/27,20:00,3037
2016/5/27,21:00,2857
2016/5/27,22:00,2769
2016/5/27,23:00,2611
2016/5/28,0:00,2426
2016/5/28,1:00,2291
2016/5/28,2:00,2246
2016/5/28,3:00,2260
2016/5/28,4:00,2276
2016/5/28,5:00,2257
2016/5/28,6:00,2339
2016/5/28,7:00,2507
2016/5/28,8:00,2686
2016/5/28,9:00,2909
2016/5/28,10:00,2965
2016/5/28,11:00,3045
2016/5/28,12:00,2946
2016/5/28,13:00,3000
2016/5/28,14:00,2948
2016/5/28,15:00,2894
2016/5/28,16:00,2909
2016/5/28,17:00,2891
2016/5/28,18:00,2926
2016/5/28,19:00,2969
2016/5/28,20:00,2853
2016/5/28,21:00,2726
2016/5/28,22:00,2580
2016/5/28,23:00,2408
2016/5/29,0:00,2225
2016/5/29,1:00,2116
2016/5/29,2:00,2090
2016/5/29,3:00,2117
2016/5/29,4:00,2108
2016/5/29,5:00,2087
2016/5/29,6:00,2133
2016/5/29,7:00,2267
2016/5/29,8:00,2420
2016/5/29,9:00,2591
2016/5/29,10:00,2694
2016/5/29,11:00,2758
2016/5/29,12:00,2778
2016/5/29,13:00,2743
2016/5/29,14:00,2753
2016/5/29,15:00,2728
2016/5/29,16:00,2803
2016/5/29,17:00,2856
2016/5/29,18:00,2939
2016/5/29,19:00,3004
2016/5/29,20:00,2895
2016/5/29,21:00,2723
2016/5/29,22:00,2553
2016/5/29,23:00,2417
2016/5/30,0:00,2249
2016/5/30,1:00,2154
2016/5/30,2:00,2152
2016/5/30,3:00,2186
2016/5/30,4:00,2229
2016/5/30,5:00,2298
2016/5/30,6:00,2479
2016/5/30,7:00,2707
2016/5/30,8:00,3120
2016/5/30,9:00,3350
2016/5/30,10:00,3420
2016/5/30,11:00,3457
2016/5/30,12:00,3254
2016/5/30,13:00,3408
2016/5/30,14:00,3414
2016/5/30,15:00,3345
2016/5/30,16:00,3330
2016/5/30,17:00,3262
2016/5/30,18:00,3261
2016/5/30,19:00,3217
2016/5/30,20:00,3071
2016/5/30,21:00,2890
2016/5/30,22:00,2597
2016/5/30,23:00,2454
2016/5/31,0:00,2348
2016/5/31,1:00,2245
2016/5/31,2:00,2237
2016/5/31,3:00,2258
2016/5/31,4:00,2318
2016/5/31,5:00,2366
2016/5/31,6:00,2541
2016/5/31,7:00,2752
2016/5/31,8:00,3075
2016/5/31,9:00,3327
2016/5/31,10:00,3416
2016/5/31,11:00,3454
2016/5/31,12:00,3339
2016/5/31,13:00,3497
2016/5/31,14:00,3512
2016/5/31,15:00,3476
2016/5/31,16:00,3439
2016/5/31,17:00,3319
2016/5/31,18:00,3306
2016/5/31,19:00,3276
2016/5/31,20:00,3115
2016/5/31,21:00,2942
2016/5/31,22:00,2838
2016/5/31,23:00,2580
2016/6/1,0:00,2470
2016/6/1,1:00,2360
2016/6/1,2:00,2344
2016/6/1,3:00,2371
2016/6/1,4:00,2390
2016/6/1,5:00,2414
2016/6/1,6:00,2587
2016/6/1,7:00,2776
2016/6/1,8:00,3028
2016/6/1,9:00,3269
2016/6/1,10:00,3390
2016/6/1,11:00,3439
2016/6/1,12:00,3288
2016/6/1,13:00,3404
2016/6/1,14:00,3448
2016/6/1,15:00,3420
2016/6/1,16:00,3394
2016/6/1,17:00,3294
2016/6/1,18:00,3241
2016/6/1,19:00,3220
2016/6/1,20:00,3041
2016/6/1,21:00,2855
2016/6/1,22:00,2670
2016/6/1,23:00,2494
2016/6/2,0:00,2391
2016/6/2,1:00,2287
2016/6/2,2:00,2270
2016/6/2,3:00,2319
2016/6/2,4:00,2342
2016/6/2,5:00,2413
2016/6/2,6:00,2589
2016/6/2,7:00,2798
2016/6/2,8:00,3049
2016/6/2,9:00,3270
2016/6/2,10:00,3339
2016/6/2,11:00,3383
2016/6/2,12:00,3220
2016/6/2,13:00,3363
2016/6/2,14:00,3389
2016/6/2,15:00,3375
2016/6/2,16:00,3363
2016/6/2,17:00,3274
2016/6/2,18:00,3206
2016/6/2,19:00,3207
2016/6/2,20:00,3032
2016/6/2,21:00,2868
2016/6/2,22:00,2753
2016/6/2,23:00,2587
2016/6/3,0:00,2395
2016/6/3,1:00,2286
2016/6/3,2:00,2285
2016/6/3,3:00,2334
2016/6/3,4:00,2358
2016/6/3,5:00,2419
2016/6/3,6:00,2593
2016/6/3,7:00,2784
2016/6/3,8:00,3040
2016/6/3,9:00,3285
2016/6/3,10:00,3369
2016/6/3,11:00,3396
2016/6/3,12:00,3229
2016/6/3,13:00,3352
2016/6/3,14:00,3385
2016/6/3,15:00,3336
2016/6/3,16:00,3326
2016/6/3,17:00,3238
2016/6/3,18:00,3172
2016/6/3,19:00,3175
2016/6/3,20:00,3018
2016/6/3,21:00,2850
2016/6/3,22:00,2751
2016/6/3,23:00,2621
2016/6/4,0:00,2434
2016/6/4,1:00,2307
2016/6/4,2:00,2269
2016/6/4,3:00,2289
2016/6/4,4:00,2286
2016/6/4,5:00,2262
2016/6/4,6:00,2332
2016/6/4,7:00,2479
2016/6/4,8:00,2720
2016/6/4,9:00,2898
2016/6/4,10:00,3019
2016/6/4,11:00,3101
2016/6/4,12:00,3083
2016/6/4,13:00,3075
2016/6/4,14:00,3015
2016/6/4,15:00,2981
2016/6/4,16:00,2970
2016/6/4,17:00,2946
2016/6/4,18:00,3003
2016/6/4,19:00,3019
2016/6/4,20:00,2898
2016/6/4,21:00,2741
2016/6/4,22:00,2586
2016/6/4,23:00,2431
2016/6/5,0:00,2255
2016/6/5,1:00,2147
2016/6/5,2:00,2105
2016/6/5,3:00,2130
2016/6/5,4:00,2143
2016/6/5,5:00,2105
2016/6/5,6:00,2170
2016/6/5,7:00,2312
2016/6/5,8:00,2429
2016/6/5,9:00,2572
2016/6/5,10:00,2656
2016/6/5,11:00,2642
2016/6/5,12:00,2677
2016/6/5,13:00,2640
2016/6/5,14:00,2635
2016/6/5,15:00,2604
2016/6/5,16:00,2629
2016/6/5,17:00,2747
2016/6/5,18:00,2825
2016/6/5,19:00,2905
2016/6/5,20:00,2790
2016/6/5,21:00,2639
2016/6/5,22:00,2501
2016/6/5,23:00,2341
2016/6/6,0:00,2182
2016/6/6,1:00,2085
2016/6/6,2:00,2096
2016/6/6,3:00,2145
2016/6/6,4:00,2197
2016/6/6,5:00,2269
2016/6/6,6:00,2474
2016/6/6,7:00,2743
2016/6/6,8:00,3071
2016/6/6,9:00,3356
2016/6/6,10:00,3438
2016/6/6,11:00,3501
2016/6/6,12:00,3300
