DATE,TIME,実績(万kW)
2016/7/9,20:00,3086
2016/7/9,21:00,2944
2016/7/9,22:00,2797
2016/7/9,23:00,2618
2016/7/10,0:00,2442
2016/7/10,1:00,2296
2016/7/10,2:00,2221
2016/7/10,3:00,2218
2016/7/10,4:00,2207
2016/7/10,5:00,2176
2016/7/10,6:00,2245
2016/7/10,7:00,2461
2016/7/10,8:00,2749
2016/7/10,9:00,3079
2016/7/10,10:00,3281
2016/7/10,11:00,3405
2016/7/10,12:00,3464
2016/7/10,13:00,3473
2016/7/10,14:00,3498
2016/7/10,15:00,3506
2016/7/10,16:00,3473
2016/7/10,17:00,3498
2016/7/10,18:00,3510
2016/7/10,19:00,3577
2016/7/10,20:00,3461
2016/7/10,21:00,3284
2016/7/10,22:00,3088
2016/7/10,23:00,2834
2016/7/11,0:00,2612
2016/7/11,1:00,2434
2016/7/11,2:00,2354
2016/7/11,3:00,2346
2016/7/11,4:00,2365
2016/7/11,5:00,2411
2016/7/11,6:00,2656
2016/7/11,7:00,3066
2016/7/11,8:00,3674
2016/7/11,9:00,4217
2016/7/11,10:00,4451
2016/7/11,11:00,4579
2016/7/11,12:00,4496
2016/7/11,13:00,4665
2016/7/11,14:00,4693
2016/7/11,15:00,4630
2016/7/11,16:00,4592
2016/7/11,17:00,4412
2016/7/11,18:00,4261
2016/7/11,19:00,4176
2016/7/11,20:00,3911
2016/7/11,21:00,3631
2016/7/11,22:00,3468
2016/7/11,23:00,3194
2016/7/12,0:00,2883
2016/7/12,1:00,2661
2016/7/12,2:00,2527
2016/7/12,3:00,2515
2016/7/12,4:00,2534
2016/7/12,5:00,2552
2016/7/12,6:00,2781
2016/7/12,7:00,3182
2016/7/12,8:00,3693
2016/7/12,9:00,4138
2016/7/12,10:00,4323
2016/7/12,11:00,4464
2016/7/12,12:00,4375
2016/7/12,13:00,4534
2016/7/12,14:00,4590
2016/7/12,15:00,4582
2016/7/12,16:00,4525
2016/7/12,17:00,4337
2016/7/12,18:00,4217
2016/7/12,19:00,4143
2016/7/12,20:00,3901
2016/7/12,21:00,3610
2016/7/12,22:00,3486
2016/7/12,23:00,3217
2016/7/13,0:00,2913
2016/7/13,1:00,2701
2016/7/13,2:00,2594
2016/7/13,3:00,2566
2016/7/13,4:00,2570
2016/7/13,5:00,2601
2016/7/13,6:00,2805
2016/7/13,7:00,3168
2016/7/13,8:00,3666
2016/7/13,9:00,4101
2016/7/13,10:00,4251
2016/7/13,11:00,4304
2016/7/13,12:00,4127
2016/7/13,13:00,4235
2016/7/13,14:00,4241
2016/7/13,15:00,4201
2016/7/13,16:00,4241
2016/7/13,17:00,4150
2016/7/13,18:00,4130
2016/7/13,19:00,4040
2016/7/13,20:00,3809
2016/7/13,21:00,3582
2016/7/13,22:00,3443
2016/7/13,23:00,3185
2016/7/14,0:00,2886
2016/7/14,1:00,2690
2016/7/14,2:00,2597
2016/7/14,3:00,2578
2016/7/14,4:00,2585
2016/7/14,5:00,2630
2016/7/14,6:00,2873
2016/7/14,7:00,3259
2016/7/14,8:00,3775
2016/7/14,9:00,4323
2016/7/14,10:00,4556
2016/7/14,11:00,4664
2016/7/14,12:00,4602
2016/7/14,13:00,4758
2016/7/14,14:00,4748
2016/7/14,15:00,4570
2016/7/14,16:00,4466
2016/7/14,17:00,4315
2016/7/14,18:00,4184
2016/7/14,19:00,3998
2016/7/14,20:00,3724
2016/7/14,21:00,3444
2016/7/14,22:00,3314
2016/7/14,23:00,3083
2016/7/15,0:00,2785
2016/7/15,1:00,2581
2016/7/15,2:00,2484
2016/7/15,3:00,2454
2016/7/15,4:00,2470
2016/7/15,5:00,2495
2016/7/15,6:00,2684
2016/7/15,7:00,3020
2016/7/15,8:00,3526
2016/7/15,9:00,3922
2016/7/15,10:00,4045
2016/7/15,11:00,4043
2016/7/15,12:00,3838
2016/7/15,13:00,3901
2016/7/15,14:00,3892
2016/7/15,15:00,3856
2016/7/15,16:00,3846
2016/7/15,17:00,3745
2016/7/15,18:00,3676
2016/7/15,19:00,3541
2016/7/15,20:00,3343
2016/7/15,21:00,3146
2016/7/15,22:00,3030
2016/7/15,23:00,2845
2016/7/16,0:00,2605
2016/7/16,1:00,2443
2016/7/16,2:00,2347
2016/7/16,3:00,2328
2016/7/16,4:00,2326
2016/7/16,5:00,2296
2016/7/16,6:00,2348
2016/7/16,7:00,2512
2016/7/16,8:00,2841
2016/7/16,9:00,3123
2016/7/16,10:00,3247
2016/7/16,11:00,3346
2016/7/16,12:00,3300
2016/7/16,13:00,3386
2016/7/16,14:00,3372
2016/7/16,15:00,3342
2016/7/16,16:00,3302
2016/7/16,17:00,3275
2016/7/16,18:00,3311
2016/7/16,19:00,3331
2016/7/16,20:00,3183
2016/7/16,21:00,3050
2016/7/16,22:00,2915
2016/7/16,23:00,2732
2016/7/17,0:00,2526
2016/7/17,1:00,2374
2016/7/17,2:00,2283
2016/7/17,3:00,2261
2016/7/17,4:00,2261
2016/7/17,5:00,2235
2016/7/17,6:00,2303
2016/7/17,7:00,2472
2016/7/17,8:00,2683
2016/7/17,9:00,2970
2016/7/17,10:00,3153
2016/7/17,11:00,3199
2016/7/17,12:00,3242
2016/7/17,13:00,3234
2016/7/17,14:00,3262
2016/7/17,15:00,3248
2016/7/17,16:00,3314
2016/7/17,17:00,3385
2016/7/17,18:00,3513
2016/7/17,19:00,3572
2016/7/17,20:00,3468
2016/7/17,21:00,3293
2016/7/17,22:00,3076
2016/7/17,23:00,2872
2016/7/18,0:00,2646
2016/7/18,1:00,2477
2016/7/18,2:00,2362
2016/7/18,3:00,2328
2016/7/18,4:00,2335
2016/7/18,5:00,2342
2016/7/18,6:00,2473
2016/7/18,7:00,2764
2016/7/18,8:00,3230
2016/7/18,9:00,3676
2016/7/18,10:00,3843
2016/7/18,11:00,3974
2016/7/18,12:00,3985
2016/7/18,13:00,4037
2016/7/18,14:00,4056
2016/7/18,15:00,4078
2016/7/18,16:00,4082
2016/7/18,17:00,4057
2016/7/18,18:00,4065
2016/7/18,19:00,4078
2016/7/18,20:00,3891
2016/7/18,21:00,3652
2016/7/18,22:00,3395
2016/7/18,23:00,3111
2016/7/19,0:00,2827
2016/7/19,1:00,2619
2016/7/19,2:00,2518
2016/7/19,3:00,2487
2016/7/19,4:00,2494
2016/7/19,5:00,2530
2016/7/19,6:00,2756
2016/7/19,7:00,3180
2016/7/19,8:00,3801
2016/7/19,9:00,4299
2016/7/19,10:00,4466
2016/7/19,11:00,4569
2016/7/19,12:00,4466
2016/7/19,13:00,4592
2016/7/19,14:00,4715
2016/7/19,15:00,4720
2016/7/19,16:00,4690
2016/7/19,17:00,4535
2016/7/19,18:00,4428
2016/7/19,19:00,4329
2016/7/19,20:00,4042
2016/7/19,21:00,3738
2016/7/19,22:00,3596
2016/7/19,23:00,3294
2016/7/20,0:00,2976
2016/7/20,1:00,2754
2016/7/20,2:00,2634
2016/7/20,3:00,2593
2016/7/20,4:00,2577
2016/7/20,5:00,2597
2016/7/20,6:00,2791
2016/7/20,7:00,3199
2016/7/20,8:00,3690
2016/7/20,9:00,4078
2016/7/20,10:00,4244
2016/7/20,11:00,4360
2016/7/20,12:00,4254
2016/7/20,13:00,4394
2016/7/20,14:00,4453
2016/7/20,15:00,4387
2016/7/20,16:00,4354
2016/7/20,17:00,4209
2016/7/20,18:00,4140
2016/7/20,19:00,4051
2016/7/20,20:00,3758
2016/7/20,21:00,3476
2016/7/20,22:00,3349
2016/7/20,23:00,3098
2016/7/21,0:00,2794
2016/7/21,1:00,2591
2016/7/21,2:00,2488
2016/7/21,3:00,2464
2016/7/21,4:00,2465
2016/7/21,5:00,2514
2016/7/21,6:00,2676
2016/7/21,7:00,2983
2016/7/21,8:00,3442
2016/7/21,9:00,3814
2016/7/21,10:00,3917
2016/7/21,11:00,3935
2016/7/21,12:00,3716
2016/7/21,13:00,3792
2016/7/21,14:00,3811
2016/7/21,15:00,3772
2016/7/21,16:00,3780
2016/7/21,17:00,3740
2016/7/21,18:00,3727
2016/7/21,19:00,3638
2016/7/21,20:00,3407
2016/7/21,21:00,3163
2016/7/21,22:00,3087
2016/7/21,23:00,2887
2016/7/22,0:00,2623
2016/7/22,1:00,2459
2016/7/22,2:00,2386
2016/7/22,3:00,2390
2016/7/22,4:00,2402
2016/7/22,5:00,2436
2016/7/22,6:00,2593
2016/7/22,7:00,2868
2016/7/22,8:00,3282
2016/7/22,9:00,3634
2016/7/22,10:00,3706
2016/7/22,11:00,3724
2016/7/22,12:00,3535
2016/7/22,13:00,3641
2016/7/22,14:00,3662
2016/7/22,15:00,3610
2016/7/22,16:00,3608
2016/7/22,17:00,3537
2016/7/22,18:00,3530
2016/7/22,19:00,3432
2016/7/22,20:00,3231
2016/7/22,21:00,3026
2016/7/22,22:00,2897
2016/7/22,23:00,2719
2016/7/23,0:00,2515
2016/7/23,1:00,2359
2016/7/23,2:00,2285
2016/7/23,3:00,2266
2016/7/23,4:00,2270
2016/7/23,5:00,2236
2016/7/23,6:00,2278
2016/7/23,7:00,2477
2016/7/23,8:00,2745
2016/7/23,9:00,2988
2016/7/23,10:00,3121
2016/7/23,11:00,3167
2016/7/23,12:00,3132
2016/7/23,13:00,3139
2016/7/23,14:00,3132
2016/7/23,15:00,3095
2016/7/23,16:00,3083
2016/7/23,17:00,3056
2016/7/23,18:00,3108
2016/7/23,19:00,3125
2016/7/23,20:00,2998
2016/7/23,21:00,2834
2016/7/23,22:00,2688
2016/7/23,23:00,2535
2016/7/24,0:00,2352
2016/7/24,1:00,2205
2016/7/24,2:00,2130
2016/7/24,3:00,2141
2016/7/24,4:00,2141
2016/7/24,5:00,2098
2016/7/24,6:00,2145
2016/7/24,7:00,2317
2016/7/24,8:00,2549
2016/7/24,9:00,2831
2016/7/24,10:00,2966
2016/7/24,11:00,3008
2016/7/24,12:00,3015
2016/7/24,13:00,3065
2016/7/24,14:00,3025
2016/7/24,15:00,3055
2016/7/24,16:00,3087
2016/7/24,17:00,3144
2016/7/24,18:00,3207
2016/7/24,19:00,3254
2016/7/24,20:00,3119
2016/7/24,21:00,2918
2016/7/24,22:00,2746
2016/7/24,23:00,2557
2016/7/25,0:00,2351
2016/7/25,1:00,2213
2016/7/25,2:00,2159
2016/7/25,3:00,2169
2016/7/25,4:00,2173
2016/7/25,5:00,2187
2016/7/25,6:00,2394
2016/7/25,7:00,2725
2016/7/25,8:00,3221
2016/7/25,9:00,3655
2016/7/25,10:00,3798
2016/7/25,11:00,3878
2016/7/25,12:00,3773
2016/7/25,13:00,3955
2016/7/25,14:00,3960
2016/7/25,15:00,3950
2016/7/25,16:00,3912
2016/7/25,17:00,3828
2016/7/25,18:00,3808
2016/7/25,19:00,3717
2016/7/25,20:00,3508
2016/7/25,21:00,3283
2016/7/25,22:00,3115
2016/7/25,23:00,2893
2016/7/26,0:00,2630
2016/7/26,1:00,2447
2016/7/26,2:00,2367
2016/7/26,3:00,2355
2016/7/26,4:00,2366
2016/7/26,5:00,2383
2016/7/26,6:00,2580
2016/7/26,7:00,2932
2016/7/26,8:00,3388
2016/7/26,9:00,3760
2016/7/26,10:00,3883
2016/7/26,11:00,3974
2016/7/26,12:00,3811
2016/7/26,13:00,3917
2016/7/26,14:00,3863
2016/7/26,15:00,3822
2016/7/26,16:00,3814
2016/7/26,17:00,3733
2016/7/26,18:00,3706
2016/7/26,19:00,3565
2016/7/26,20:00,3348
2016/7/26,21:00,3159
2016/7/26,22:00,2998
2016/7/26,23:00,2803
2016/7/27,0:00,2571
2016/7/27,1:00,2417
2016/7/27,2:00,2351
2016/7/27,3:00,2350
2016/7/27,4:00,2356
2016/7/27,5:00,2395
2016/7/27,6:00,2557
2016/7/27,7:00,2847
2016/7/27,8:00,3316
2016/7/27,9:00,3730
2016/7/27,10:00,3897
2016/7/27,11:00,3938
2016/7/27,12:00,3744
2016/7/27,13:00,3892
2016/7/27,14:00,3917
2016/7/27,15:00,3903
2016/7/27,16:00,3904
2016/7/27,17:00,3794
2016/7/27,18:00,3713
2016/7/27,19:00,3616
2016/7/27,20:00,3391
2016/7/27,21:00,3158
2016/7/27,22:00,3090
2016/7/27,23:00,2887
2016/7/28,0:00,2644
2016/7/28,1:00,2464
2016/7/28,2:00,2382
2016/7/28,3:00,2372
2016/7/28,4:00,2378
2016/7/28,5:00,2399
2016/7/28,6:00,2585
2016/7/28,7:00,2935
2016/7/28,8:00,3492
2016/7/28,9:00,3956
2016/7/28,10:00,4179
2016/7/28,11:00,4298
2016/7/28,12:00,4137
2016/7/28,13:00,4334
2016/7/28,14:00,4317
2016/7/28,15:00,4257
2016/7/28,16:00,4224
2016/7/28,17:00,4149
2016/7/28,18:00,4078
2016/7/28,19:00,4022
2016/7/28,20:00,3736
2016/7/28,21:00,3457
2016/7/28,22:00,3304
2016/7/28,23:00,3054
2016/7/29,0:00,2771
2016/7/29,1:00,2567
2016/7/29,2:00,2465
2016/7/29,3:00,2434
2016/7/29,4:00,2418
2016/7/29,5:00,2438
2016/7/29,6:00,2670
2016/7/29,7:00,3049
2016/7/29,8:00,3618
2016/7/29,9:00,4167
2016/7/29,10:00,4345
2016/7/29,11:00,4453
2016/7/29,12:00,4336
2016/7/29,13:00,4476
2016/7/29,14:00,4504
2016/7/29,15:00,4479
2016/7/29,16:00,4460
2016/7/29,17:00,4293
2016/7/29,18:00,4145
2016/7/29,19:00,4038
2016/7/29,20:00,3774
2016/7/29,21:00,3493
2016/7/29,22:00,3293
2016/7/29,23:00,3061
2016/7/30,0:00,2776
2016/7/30,1:00,2567
2016/7/30,2:00,2464
2016/7/30,3:00,2435
2016/7/30,4:00,2420
2016/7/30,5:00,2384
2016/7/30,6:00,2489
2016/7/30,7:00,2751
2016/7/30,8:00,3159
2016/7/30,9:00,3561
2016/7/30,10:00,3773
2016/7/30,11:00,3885
2016/7/30,12:00,3919
2016/7/30,13:00,4011
2016/7/30,14:00,4033
2016/7/30,15:00,4031
2016/7/30,16:00,4017
2016/7/30,17:00,3880
2016/7/30,18:00,3809
2016/7/30,19:00,3781
2016/7/30,20:00,3607
2016/7/30,21:00,3421
2016/7/30,22:00,3216
2016/7/30,23:00,2992
2016/7/31,0:00,2732
2016/7/31,1:00,2523
2016/7/31,2:00,2415
2016/7/31,3:00,2380
2016/7/31,4:00,2353
2016/7/31,5:00,2315
2016/7/31,6:00,2412
2016/7/31,7:00,2626
2016/7/31,8:00,2974
2016/7/31,9:00,3312
2016/7/31,10:00,3437
2016/7/31,11:00,3532
2016/7/31,12:00,3600
2016/7/31,13:00,3595
2016/7/31,14:00,3595
2016/7/31,15:00,3647
2016/7/31,16:00,3689
2016/7/31,17:00,3679
2016/7/31,18:00,3725
2016/7/31,19:00,3762
2016/7/31,20:00,3617
2016/7/31,21:00,3384
2016/7/31,22:00,3177
2016/7/31,23:00,2933
2016/8/1,0:00,2689
2016/8/1,1:00,2495
2016/8/1,2:00,2405
2016/8/1,3:00,2374
2016/8/1,4:00,2389
2016/8/1,5:00,2441
2016/8/1,6:00,2675
2016/8/1,7:00,3118
2016/8/1,8:00,3733
2016/8/1,9:00,4261
2016/8/1,10:00,4475
2016/8/1,11:00,4595
2016/8/1,12:00,4462
2016/8/1,13:00,4504
2016/8/1,14:00,4516
2016/8/1,15:00,4487
2016/8/1,16:00,4481
2016/8/1,17:00,4362
2016/8/1,18:00,4337
2016/8/1,19:00,4236
2016/8/1,20:00,3951
2016/8/1,21:00,3690
2016/8/1,22:00,3522
2016/8/1,23:00,3236
2016/8/2,0:00,2924
2016/8/2,1:00,2691
2016/8/2,2:00,2583
2016/8/2,3:00,2524
2016/8/2,4:00,2526
2016/8/2,5:00,2566
2016/8/2,6:00,2767
2016/8/2,7:00,3144
2016/8/2,8:00,3744
2016/8/2,9:00,4262
2016/8/2,10:00,4436
2016/8/2,11:00,4531
2016/8/2,12:00,4424
2016/8/2,13:00,4524
2016/8/2,14:00,4471
2016/8/2,15:00,4406
2016/8/2,16:00,4394
2016/8/2,17:00,4274
2016/8/2,18:00,4246
2016/8/2,19:00,4158
2016/8/2,20:00,3883
2016/8/2,21:00,3641
2016/8/2,22:00,3471
2016/8/2,23:00,3203
2016/8/3,0:00,2888
2016/8/3,1:00,2675
2016/8/3,2:00,2573
2016/8/3,3:00,2540
2016/8/3,4:00,2537
2016/8/3,5:00,2559
2016/8/3,6:00,2746
2016/8/3,7:00,3128
2016/8/3,8:00,3725
2016/8/3,9:00,4139
2016/8/3,10:00,4338
2016/8/3,11:00,4559
2016/8/3,12:00,4503
2016/8/3,13:00,4676
2016/8/3,14:00,4687
2016/8/3,15:00,4581
2016/8/3,16:00,4530
2016/8/3,17:00,4352
2016/8/3,18:00,4317
2016/8/3,19:00,4225
2016/8/3,20:00,3966
2016/8/3,21:00,3714
2016/8/3,22:00,3544
2016/8/3,23:00,3283
2016/8/4,0:00,2936
2016/8/4,1:00,2713
2016/8/4,2:00,2602
2016/8/4,3:00,2557
2016/8/4,4:00,2549
2016/8/4,5:00,2571
2016/8/4,6:00,2802
2016/8/4,7:00,3254
2016/8/4,8:00,3892
2016/8/4,9:00,4417
2016/8/4,10:00,4695
2016/8/4,11:00,4805
2016/8/4,12:00,4699
2016/8/4,13:00,4848
2016/8/4,14:00,4860
2016/8/4,15:00,4788
2016/8/4,16:00,4777
2016/8/4,17:00,4610
2016/8/4,18:00,4532
2016/8/4,19:00,4410
2016/8/4,20:00,4100
2016/8/4,21:00,3833
2016/8/4,22:00,3670
2016/8/4,23:00,3392
2016/8/5,0:00,3031
2016/8/5,1:00,2779
2016/8/5,2:00,2656
2016/8/5,3:00,2613
2016/8/5,4:00,2604
2016/8/5,5:00,2622
2016/8/5,6:00,2860
2016/8/5,7:00,3323
2016/8/5,8:00,3979
2016/8/5,9:00,4567
2016/8/5,10:00,4776
2016/8/5,11:00,4923
2016/8/5,12:00,4838
2016/8/5,13:00,5022
2016/8/5,14:00,5033
2016/8/5,15:00,4934
2016/8/5,16:00,4906
2016/8/5,17:00,4686
2016/8/5,18:00,4549
2016/8/5,19:00,4455
2016/8/5,20:00,4165
2016/8/5,21:00,3889
2016/8/5,22:00,3725
2016/8/5,23:00,3469
2016/8/6,0:00,3136
2016/8/6,1:00,2888
2016/8/6,2:00,2737
2016/8/6,3:00,2672
2016/8/6,4:00,2645
2016/8/6,5:00,2609
2016/8/6,6:00,2732
2016/8/6,7:00,3057
2016/8/6,8:00,3512
2016/8/6,9:00,3985
2016/8/6,10:00,4266
2016/8/6,11:00,4402
2016/8/6,12:00,4404
2016/8/6,13:00,4529
2016/8/6,14:00,4536
2016/8/6,15:00,4471
2016/8/6,16:00,4431
2016/8/6,17:00,4293
2016/8/6,18:00,4231
2016/8/6,19:00,4163
2016/8/6,20:00,3934
2016/8/6,21:00,3713
2016/8/6,22:00,3572
2016/8/6,23:00,3336
2016/8/7,0:00,3024
2016/8/7,1:00,2770
2016/8/7,2:00,2607
2016/8/7,3:00,2551
2016/8/7,4:00,2521
2016/8/7,5:00,2490
2016/8/7,6:00,2607
2016/8/7,7:00,2883
2016/8/7,8:00,3225
2016/8/7,9:00,3602
2016/8/7,10:00,3753
2016/8/7,11:00,3867
2016/8/7,12:00,3936
2016/8/7,13:00,3998
2016/8/7,14:00,3984
2016/8/7,15:00,3984
2016/8/7,16:00,3981
2016/8/7,17:00,3941
2016/8/7,18:00,3953
2016/8/7,19:00,3955
2016/8/7,20:00,3789
2016/8/7,21:00,3584
2016/8/7,22:00,3395
2016/8/7,23:00,3128
2016/8/8,0:00,2838
2016/8/8,1:00,2627
2016/8/8,2:00,2501
2016/8/8,3:00,2461
2016/8/8,4:00,2475
2016/8/8,5:00,2526
2016/8/8,6:00,2753
2016/8/8,7:00,3198
2016/8/8,8:00,3824
2016/8/8,9:00,4360
2016/8/8,10:00,4501
2016/8/8,11:00,4607
2016/8/8,12:00,4510
2016/8/8,13:00,4717
2016/8/8,14:00,4773
2016/8/8,15:00,4829
2016/8/8,16:00,4780
2016/8/8,17:00,4585
2016/8/8,18:00,4507
2016/8/8,19:00,4436
2016/8/8,20:00,4170
2016/8/8,21:00,3872
2016/8/8,22:00,3696
2016/8/8,23:00,3421
2016/8/9,0:00,3091
2016/8/9,1:00,2857
2016/8/9,2:00,2725
2016/8/9,3:00,2681
2016/8/9,4:00,2671
2016/8/9,5:00,2702
2016/8/9,6:00,2942
2016/8/9,7:00,3377
2016/8/9,8:00,4044
2016/8/9,9:00,4726
2016/8/9,10:00,5030
2016/8/9,11:00,5184
2016/8/9,12:00,5101
2016/8/9,13:00,5232
2016/8/9,14:00,5332
2016/8/9,15:00,5302
2016/8/9,16:00,5230
2016/8/9,17:00,4978
2016/8/9,18:00,4874
2016/8/9,19:00,4776
2016/8/9,20:00,4504
2016/8/9,21:00,4191
2016/8/9,22:00,3977
2016/8/9,23:00,3670
2016/8/10,0:00,3302
2016/8/10,1:00,3003
2016/8/10,2:00,2818
2016/8/10,3:00,2737
2016/8/10,4:00,2729
2016/8/10,5:00,2737
2016/8/10,6:00,2967
2016/8/10,7:00,3405
2016/8/10,8:00,4052
2016/8/10,9:00,4596
2016/8/10,10:00,4800
2016/8/10,11:00,4952
2016/8/10,12:00,4842
2016/8/10,13:00,4951
2016/8/10,14:00,4889
2016/8/10,15:00,4847
2016/8/10,16:00,4706
2016/8/10,17:00,4503
2016/8/10,18:00,4431
2016/8/10,19:00,4297
2016/8/10,20:00,4032
2016/8/10,21:00,3739
2016/8/10,22:00,3595
2016/8/10,23:00,3366
2016/8/11,0:00,3058
2016/8/11,1:00,2831
2016/8/11,2:00,2658
2016/8/11,3:00,2590
2016/8/11,4:00,2580
2016/8/11,5:00,2578
2016/8/11,6:00,2628
2016/8/11,7:00,2850
2016/8/11,8:00,3152
2016/8/11,9:00,3450
2016/8/11,10:00,3651
2016/8/11,11:00,3780
2016/8/11,12:00,3810
2016/8/11,13:00,3895
2016/8/11,14:00,3900
2016/8/11,15:00,3880
2016/8/11,16:00,3841
2016/8/11,17:00,3769
2016/8/11,18:00,3821
2016/8/11,19:00,3792
2016/8/11,20:00,3629
2016/8/11,21:00,3413
2016/8/11,22:00,3251
2016/8/11,23:00,2999
